Date,A_SB,A_NB,A_Total,B_SB,B_NB,B_Total,H_SB,H_NB,H_Total,A_Day,H_Day,A_WD,H_WD,A_M,H_M,A_DM,H_DM,Year,F_SB,F_NB,F_Total,,
10/19/2020,0,0,0,1645,2721,4366,2620,4269,6889,1,1,0,0,10,10,19,21,2020,0,0,0,,
10/20/2020,0,0,0,1820,2287,4107,2899,3589,6488,2,2,0,0,10,10,20,22,2020,0,0,0,,
10/21/2020,0,0,0,1929,1816,3744,3072,2849,5921,3,3,0,0,10,10,21,23,2020,0,0,0,,
10/22/2020,0,0,0,2684,2013,4697,4276,3158,7434,4,4,0,0,10,10,22,24,2020,0,0,0,,
10/23/2020,0,0,0,2502,2127,4629,3985,3338,7323,5,5,1,1,10,10,23,25,2020,0,0,0,,
10/24/2020,0,0,0,2210,2670,4879,3520,4189,7709,6,6,1,1,10,10,24,26,2020,0,0,0,,
10/25/2020,0,0,0,1971,2658,4629,3140,4171,7311,7,7,1,1,10,10,25,27,2020,0,0,0,,
10/26/2020,0,0,0,1892,2751,4642,3013,4316,7329,1,1,0,0,10,10,26,28,2020,0,0,0,,
10/27/2020,0,0,0,1922,2480,4403,3062,3892,6954,2,2,0,0,10,10,27,29,2020,0,0,0,,
10/28/2020,0,0,0,2450,2266,4716,3902,3556,7458,3,3,0,0,10,10,28,30,2020,0,0,0,,
10/29/2020,0,0,0,2666,2091,4757,4247,3281,7528,4,4,0,0,10,10,29,31,2020,0,0,0,,
10/30/2020,0,0,0,2727,1872,4600,4344,2938,7282,5,5,1,1,10,11,30,1,2020,0,0,0,,
10/31/2020,0,0,0,2436,2264,4700,3880,3552,7432,6,6,1,1,10,11,31,2,2020,0,0,0,,
11/1/2020,0,0,0,2371,3345,5717,3522,5190,8712,7,7,1,1,11,11,1,3,2020,0,0,0,,
11/2/2020,0,0,0,1994,3252,5246,2962,5045,8007,1,1,0,0,11,11,2,4,2020,0,0,0,,
11/3/2020,0,0,0,1862,2736,4598,2766,4245,7011,2,2,0,0,11,11,3,5,2020,0,0,0,,
11/4/2020,0,0,0,1853,2194,4048,2753,3404,6157,3,3,0,0,11,11,4,6,2020,0,0,0,,
11/5/2020,0,0,0,3238,2059,5297,4809,3195,8004,4,4,0,0,11,11,5,7,2020,0,0,0,,
11/6/2020,0,0,0,2968,2152,5119,4408,3338,7746,5,5,1,1,11,11,6,8,2020,0,0,0,,
11/7/2020,0,0,0,2605,2981,5587,3870,4625,8495,6,6,1,1,11,11,7,9,2020,0,0,0,,
11/8/2020,0,0,0,2132,2885,5017,3167,4476,7643,7,7,1,1,11,11,8,10,2020,0,0,0,,
11/9/2020,0,0,0,1777,3567,5344,2639,5534,8173,1,1,0,0,11,11,9,11,2020,0,0,0,,
11/10/2020,0,0,0,1627,2105,3732,2417,3265,5682,2,2,0,0,11,11,10,12,2020,0,0,0,,
11/11/2020,0,0,0,1707,2634,4340,2535,4086,6621,3,3,0,0,11,11,11,13,2020,0,0,0,,
11/12/2020,0,0,0,2192,3270,5462,3256,5073,8329,4,4,0,0,11,11,12,14,2020,0,0,0,,
11/13/2020,0,0,0,2104,3488,5592,3125,5412,8537,5,5,1,1,11,11,13,15,2020,0,0,0,,
11/14/2020,0,0,0,2099,3138,5237,3117,4869,7986,6,6,1,1,11,11,14,16,2020,0,0,0,,
11/15/2020,0,0,0,2429,3097,5526,3608,4804,8412,7,7,1,1,11,11,15,17,2020,0,0,0,,
11/16/2020,0,0,0,3314,1999,5313,4923,3101,8024,1,1,0,0,11,11,16,18,2020,0,0,0,,
11/17/2020,0,0,0,2872,2157,5029,4266,3347,7613,2,2,0,0,11,11,17,19,2020,0,0,0,,
11/18/2020,0,0,0,2477,2032,4509,3679,3153,6832,3,3,0,0,11,11,18,20,2020,0,0,0,,
11/19/2020,0,0,0,3752,2126,5878,5573,3299,8872,4,4,0,0,11,11,19,21,2020,0,0,0,,
11/20/2020,0,0,0,4248,2313,6561,6310,3588,9898,5,5,1,1,11,11,20,22,2020,0,0,0,,
11/21/2020,0,0,0,4669,2899,7568,6935,4498,11433,6,6,1,1,11,11,21,23,2020,0,0,0,,
11/22/2020,0,0,0,3219,2745,5964,4782,4258,9040,7,7,1,1,11,11,22,24,2020,0,0,0,,
11/23/2020,0,0,0,2837,2696,5533,4214,4183,8397,1,1,0,0,11,11,23,25,2020,0,0,0,,
11/24/2020,0,0,0,2947,3029,5976,4377,4699,9076,2,2,0,0,11,11,24,26,2020,0,0,0,,
11/25/2020,0,0,0,3548,3433,6981,5270,5326,10596,3,3,0,0,11,11,25,27,2020,0,0,0,,
11/26/2020,0,0,0,3316,3472,6789,4926,5387,10313,4,4,0,0,11,11,26,28,2020,0,0,0,,
11/27/2020,0,0,0,2638,3591,6229,3918,5571,9489,5,5,1,1,11,11,27,29,2020,0,0,0,,
11/28/2020,0,0,0,2829,4876,7705,4202,7565,11767,6,6,1,1,11,11,28,30,2020,0,0,0,,
11/29/2020,0,0,0,3319,5189,8508,4930,8050,12980,7,7,1,1,11,12,29,1,2020,0,0,0,,
11/30/2020,0,0,0,2863,4723,7586,4252,7328,11580,1,1,0,0,11,12,30,2,2020,0,0,0,,
12/1/2020,0,0,0,2348,3273,5621,3568,5163,8731,2,2,0,0,12,12,1,3,2020,0,0,0,,
12/2/2020,0,0,0,2410,2450,4860,3663,3864,7527,3,3,0,0,12,12,2,4,2020,0,0,0,,
12/3/2020,0,0,0,3000,2043,5042,4559,3222,7781,4,4,0,0,12,12,3,5,2020,0,0,0,,
12/4/2020,0,0,0,3003,2110,5113,4564,3329,7893,5,5,1,1,12,12,4,6,2020,0,0,0,,
12/5/2020,0,0,0,2805,2416,5221,4263,3811,8074,6,6,1,1,12,12,5,7,2020,0,0,0,,
12/6/2020,0,0,0,2926,2653,5579,4447,4185,8632,7,7,1,1,12,12,6,8,2020,0,0,0,,
12/7/2020,0,0,0,2542,2490,5032,3864,3928,7792,1,1,0,0,12,12,7,9,2020,0,0,0,,
12/8/2020,0,0,0,2482,2006,4488,3773,3164,6937,2,2,0,0,12,12,8,10,2020,0,0,0,,
12/9/2020,0,0,0,2486,1779,4265,3778,2807,6585,3,3,0,0,12,12,9,11,2020,0,0,0,,
12/10/2020,0,0,0,2915,1840,4755,4431,2902,7333,4,4,0,0,12,12,10,12,2020,0,0,0,,
12/11/2020,0,0,0,3376,1863,5238,5131,2938,8069,5,5,1,1,12,12,11,13,2020,0,0,0,,
12/12/2020,0,0,0,3276,3052,6328,4979,4815,9794,6,6,1,1,12,12,12,14,2020,0,0,0,,
12/13/2020,0,0,0,3159,3311,6470,4801,5223,10024,7,7,1,1,12,12,13,15,2020,0,0,0,,
12/14/2020,0,0,0,3089,2907,5996,4695,4586,9281,1,1,0,0,12,12,14,16,2020,0,0,0,,
12/15/2020,0,0,0,3102,2509,5611,4715,3958,8673,2,2,0,0,12,12,15,17,2020,0,0,0,,
12/16/2020,0,0,0,3717,2849,6566,5649,4494,10143,3,3,0,0,12,12,16,18,2020,0,0,0,,
12/17/2020,0,0,0,4225,3210,7434,6421,5063,11484,4,4,0,0,12,12,17,19,2020,0,0,0,,
12/18/2020,0,0,0,4850,3631,8481,7372,5727,13099,5,5,1,1,12,12,18,20,2020,0,0,0,,
12/19/2020,0,0,0,5174,4500,9674,7864,7098,14962,6,6,1,1,12,12,19,21,2020,0,0,0,,
12/20/2020,0,0,0,4302,4181,8483,6538,6595,13133,7,7,1,1,12,12,20,22,2020,0,0,0,,
12/21/2020,0,0,0,3894,3799,7693,5918,5993,11911,1,1,0,0,12,12,21,23,2020,0,0,0,,
12/22/2020,0,0,0,3219,3206,6425,4892,5058,9950,2,2,0,0,12,12,22,24,2020,0,0,0,,
12/23/2020,0,0,0,4092,3926,8018,6219,6193,12412,3,3,0,0,12,12,23,25,2020,0,0,0,,
12/24/2020,0,0,0,4829,4689,9517,7339,7396,14735,4,4,0,0,12,12,24,26,2020,0,0,0,,
12/25/2020,0,0,0,4591,5174,9764,6977,8161,15138,5,5,1,1,12,12,25,27,2020,0,0,0,,
12/26/2020,0,0,0,4260,5484,9743,6474,8650,15124,6,6,1,1,12,12,26,28,2020,0,0,0,,
12/27/2020,0,0,0,3894,4869,8762,5918,7680,13598,7,7,1,1,12,12,27,29,2020,0,0,0,,
12/28/2020,0,0,0,3663,4950,8613,5567,7809,13376,1,1,0,0,12,12,28,30,2020,0,0,0,,
12/29/2020,0,0,0,3025,4491,7515,4597,7084,11681,2,2,0,0,12,12,29,31,2020,0,0,0,,
12/30/2020,0,0,0,3531,4156,7687,5367,6555,11922,3,3,0,0,12,1,30,1,2020,0,0,0,,
12/31/2020,0,0,0,4313,4424,8737,6555,6979,13534,4,4,0,0,12,1,31,2,2020,0,0,0,,
